Election Year,totalvotes,Home state,Name,Birth Year,Incumbent,Party,candidatevotes,Winner,Age,Age approx,% of the votes
1998,1588617,Indiana,Paul Helmke,,,republican,552732,FALSE,,,0.347932825
1998,947907,Iowa,Charles E. Grassley,,,republican,648480,TRUE,,,0.684117746
1998,947907,Iowa,David Osterberg,,,democrat,289049,FALSE,,,0.304933923
1998,727236,Kansas,Sam Brownback,,,republican,474639,TRUE,,,0.652661584
1998,727236,Kansas,"Paul Feleciano, Jr.",,,democrat,229718,FALSE,,,0.315878202
1998,1145414,Kentucky,Jim Bunning,,,republican,569817,TRUE,,,0.497476895
1998,1145414,Kentucky,Scotty Baesler,,,democrat,563051,FALSE,,,0.49156986
1998,969165,Louisiana,John B. Breaux,,,democrat,620502,TRUE,,,0.640243921
1998,969165,Louisiana,"""Jim"" Donelon",,,republican,306616,FALSE,,,0.316371309
1998,1507447,Maryland,Barbara A. Mikulski,,,democrat,1062810,TRUE,,,0.705039713
1998,1507447,Maryland,Ross Z. Pierpont,,,republican,444637,FALSE,,,0.294960287
1998,1576857,Missouri,Christopher S. Bond,,,republican,830625,TRUE,,,0.526759877
1998,1576857,Missouri,Jeremiah W. (Jay) Nixon,,,democrat,690208,FALSE,,,0.437711219
1998,435864,Nevada,Harry Reid,,,democrat,208621,TRUE,,,0.478637832
1998,435864,Nevada,John E. Ensign,,,republican,208220,FALSE,,,0.47771782
1998,314696,New Hampshire,Judd Gregg,,,republican,213477,TRUE,,,0.678359433
1998,314696,New Hampshire,George Condodemetraky,,,democrat,88883,FALSE,,,0.282440832
1998,4989877,New York,Charles E. Schumer,,,democrat,2386314,TRUE,,,0.478231027
1998,4989877,New York,Alfonse D'Amato,,,republican,1680203,FALSE,,,0.336722328
1998,2012143,North Carolina,John Edwards,,,democrat,1029237,TRUE,,,0.51151285
1998,2012143,North Carolina,Lauch Faircloth,,,republican,945943,FALSE,,,0.470117184
1998,213358,North Dakota,Byron L. Dorgan,,,democrat,134747,TRUE,,,0.631553539
1998,213358,North Dakota,Donna Nalewaja,,,republican,75013,FALSE,,,0.351582786
1998,3404351,Ohio,George V. Voinovich,,,republican,1922087,TRUE,,,0.564597188
1998,3404351,Ohio,Mary O. Boyle,,,democrat,1482054,FALSE,,,0.435341127
1998,859713,Oklahoma,Don Nickles,,,republican,570682,TRUE,,,0.663805247
1998,859713,Oklahoma,Don E. Carroll,,,democrat,268898,FALSE,,,0.312776473
1998,1117747,Oregon,Ron Wyden,,,democrat,682425,TRUE,,,0.610536195
1998,1117747,Oregon,John Lim,,,republican,377739,FALSE,,,0.33794678
1998,2957499,Pennsylvania,Arlen Specter,,,republican,1814180,TRUE,,,0.613416945
1998,2957499,Pennsylvania,Bill Lloyd,,,democrat,1028839,FALSE,,,0.347874674
1998,1069063,South Carolina,Ernest F. Hollings,,,democrat,563377,TRUE,,,0.526982039
1998,1069063,South Carolina,Bob Inglis,,,republican,488238,FALSE,,,0.456697126
1998,262111,South Dakota,Tom Daschle,,,democrat,162884,TRUE,,,0.621431378
1998,262111,South Dakota,Ron Schmidt,,,republican,95431,FALSE,,,0.364086208
1998,494909,Utah,Robert F. Bennett,,,republican,316652,TRUE,,,0.639818633
1998,494909,Utah,Scott Leckman,,,democrat,163172,FALSE,,,0.329701016
1998,214036,Vermont,Patrick J. Leahy,,,democrat,154567,TRUE,,,0.722154217
1998,214036,Vermont,Fred H. Tuttle,,,republican,48051,FALSE,,,0.224499617
1998,1888561,Washington,Patty Murray,,,democrat,1103184,TRUE,,,0.584139988
1998,1888561,Washington,Linda Smith,,,republican,785377,FALSE,,,0.415860012
1998,1760836,Wisconsin,Russell D. Feingold,,,democrat,890059,TRUE,,,0.50547524
1998,1760836,Wisconsin,Mark W. Neumann,,,republican,852272,FALSE,,,0.484015547
1996,1499393,Alabama,Jeff Sessions,,,republican,786436,TRUE,,,0.524502916
1996,1499393,Alabama,Roger Bedford,,,democrat,681651,FALSE,,,0.454617969
1996,231916,Alaska,Ted Stevens,,,republican,177893,TRUE,,,0.7670579
1996,231916,Alaska,Jed Whittaker,,,green,29037,FALSE,,,0.125204816
1996,231916,Alaska,Theresa Nangle Obermeyer,,,democrat,23977,FALSE,,,0.103386571
1996,846183,Arkansas,Y. Tim Hutchinson,,,republican,445942,TRUE,,,0.527004206
1996,846183,Arkansas,Winston Bryant,,,democrat,400241,FALSE,,,0.472995794
1996,1459601,Colorado,Wayne Allard,,,republican,750315,TRUE,,,0.514054868
1996,1459601,Colorado,Tom Strickland,,,democrat,667600,FALSE,,,0.457385272
1996,275591,Delaware,Joseph R. Biden Jr.,,,democrat,165465,TRUE,,,0.600400594
1996,275591,Delaware,Raymond J. Clatworthy,,,republican,105088,FALSE,,,0.381318693
1996,2259224,Georgia,Max Cleland,,,democrat,1103993,TRUE,,,0.488660266
1996,2259224,Georgia,Guy W. Millner,,,republican,1073969,FALSE,,,0.475370747
1996,497233,Idaho,Larry E. Craig,,,republican,283532,TRUE,,,0.570219595
1996,497233,Idaho,Walt Minnick,,,democrat,198422,FALSE,,,0.399052356
1996,4250722,Illinois,Richard J. Durbin,,,democrat,2384028,TRUE,,,0.560852486
1996,4250722,Illinois,Al Salvi,,,republican,1728824,FALSE,,,0.406713024
1996,1224054,Iowa,Tom Harkin,,,democrat,634166,TRUE,,,0.51808662
1996,1224054,Iowa,Jim Lightfoot,,,republican,571807,FALSE,,,0.467141972
1996,1064716,Kansas,Sam Brownback,,,republican,574021,TRUE,,,0.539130623
1996,1064716,Kansas,Jill Docking,,,democrat,461344,FALSE,,,0.433302402
1996,1052300,Kansas,Pat Roberts,,,republican,652677,TRUE,,,0.620238525
1996,1052300,Kansas,Sally Thompson,,,democrat,362380,FALSE,,,0.344369476
1996,1307046,Kentucky,Mitch McConnell,,,republican,724794,TRUE,,,0.554528303
1996,1307046,Kentucky,Steven L. Beshear,,,democrat,560012,FALSE,,,0.428456229
1996,1700102,Louisiana,Mary L. Landrieu,,,democrat,852945,TRUE,,,0.501702251
1996,1700102,Louisiana,"Louis ""Woody"" Jenkins",,,republican,847157,FALSE,,,0.498297749
1996,606777,Maine,Susan M. Collins,,,republican,298422,TRUE,,,0.49181495
1996,606777,Maine,Joseph E. Brennan,,,democrat,266226,FALSE,,,0.438754271
1996,2555942,Massachusetts,John F. Kerry,,,democrat,1334135,TRUE,,,0.521973895
1996,2555942,Massachusetts,William F. Weld,,,republican,1143120,FALSE,,,0.447240196
1996,3762575,Michigan,Carl Levin,,,democrat,2195738,TRUE,,,0.583573218
1996,3762575,Michigan,Ronna Romney,,,republican,1500106,FALSE,,,0.398691322
1996,2182905,Minnesota,Paul Wellstone,,,democrat,1098430,TRUE,,,0.503196429
1996,2182905,Minnesota,Rudy Boschwitz,,,republican,901194,FALSE,,,0.412841603
1996,878662,Mississippi,Thad Cochran,,,republican,624154,TRUE,,,0.710345958
1996,878662,Mississippi,James W. (Bootie) Hunt,,,democrat,240647,FALSE,,,0.27387892
1996,407490,Montana,Max Baucus,,,democrat,201935,TRUE,,,0.495558173
1996,407490,Montana,Dennis Rehberg,,,republican,182111,FALSE,,,0.446909127
1996,661837,Nebraska,Chuck Hagel,,,republican,379933,TRUE,,,0.574058265
1996,661837,Nebraska,Ben Nelson,,,democrat,281904,FALSE,,,0.425941735
1996,491873,New Hampshire,Bob Smith,,,republican,242257,TRUE,,,0.49251941
1996,491873,New Hampshire,Dick Swett,,,democrat,227355,FALSE,,,0.462222972
1996,2883466,New Jersey,Robert G. Torricelli,,,democrat,1519154,TRUE,,,0.526849978
1996,2883466,New Jersey,Dick Zimmer,,,republican,1227351,FALSE,,,0.425651282
1996,551821,New Mexico,Pete V. Domenici,,,republican,357171,TRUE,,,0.647258803
1996,551821,New Mexico,Art Trujillo,,,democrat,164356,FALSE,,,0.29784296
1996,2556456,North Carolina,Jesse Helms,,,republican,1345833,TRUE,,,0.526444813
1996,2556456,North Carolina,Harvey B. Gantt,,,democrat,1173875,FALSE,,,0.4591806
1996,1183150,Oklahoma,James M. Inhofe,,,republican,670610,TRUE,,,0.56680049
1996,1183150,Oklahoma,Jim Boren,,,democrat,474162,FALSE,,,0.400762372
1996,1360230,Oregon,Gordon Smith,,,republican,677336,TRUE,,,0.497956963
1996,1360230,Oregon,Tom Bruggere,,,democrat,624370,FALSE,,,0.45901796
1996,364371,Rhode Island,Jack Reed,,,democrat,230676,TRUE,,,0.63308002
1996,364371,Rhode Island,Nancy J. Mayer,,,republican,127368,FALSE,,,0.34955581
1996,1161231,South Carolina,Strom Thurmond,,,republican,619859,TRUE,,,0.53379474
1996,1161231,South Carolina,Elliot Springs Close,,,democrat,510951,FALSE,,,0.44000806
1996,324487,South Dakota,Tim Johnson,,,democrat,166533,TRUE,,,0.513219328
1996,324487,South Dakota,Larry Pressler,,,republican,157954,FALSE,,,0.486780672
1996,1778664,Tennessee,Fred Thompson,,,republican,1091554,TRUE,,,0.613693199
1996,1778664,Tennessee,Houston Gordon,,,democrat,654937,FALSE,,,0.368218506
1996,5527441,Texas,Phil Gramm,,,republican,3027680,TRUE,,,0.547754377
1996,5527441,Texas,Victor M. Morales,,,democrat,2428776,FALSE,,,0.439403333
1996,2354715,Virginia,John W. Warner,,,republican,1235744,TRUE,,,0.52479557
1996,2354715,Virginia,Mark R. Warner,,,democrat,1115982,FALSE,,,0.473935062
1996,595614,West Virginia,John D. Rockefeller IV,,,democrat,456526,TRUE,,,0.766479633
1996,595614,West Virginia,Betty A. Burks,,,republican,139088,FALSE,,,0.233520367
1996,211077,Wyoming,Michael B. Enzi,,,republican,114116,TRUE,,,0.540636829
1996,211077,Wyoming,Kathy Karpan,,,democrat,89103,FALSE,,,0.42213505
1994,1119060,Arizona,Jon Kyl,,,republican,600999,TRUE,,,0.537056994
1994,1119060,Arizona,Sam Coppersmith,,,democrat,442510,FALSE,,,0.395430093
1994,8514089,California,Dianne Feinstein,,,democrat,3979152,TRUE,,,0.467360865
1994,8514089,California,Michael Huffington,,,republican,3817025,FALSE,,,0.448318663
1994,1079664,Connecticut,Joseph I. Lieberman,,,democrat,443793,TRUE,,,0.411047326
1994,1079664,Connecticut,Jerry Labriola,,,republican,334833,FALSE,,,0.31012704
1994,1079664,Connecticut,Joseph I. Lieberman,,,a connecticut party,280049,FALSE,,,0.259385327
1994,199000,Delaware,"William V. Roth, Jr.",,,republican,111074,TRUE,,,0.558160804
1994,199000,Delaware,Charles M. Oberly,,,democrat,84540,FALSE,,,0.424824121
1994,4106816,Florida,Connie Mack,,,republican,2895200,TRUE,,,0.704974365
1994,4106816,Florida,Hugh E. Rodham,,,democrat,1210577,FALSE,,,0.294772641
1994,356902,Hawaii,Daniel K. Akaka,,,democrat,256189,TRUE,,,0.717813293
1994,356902,Hawaii,Maria M. Hustace,,,republican,86320,FALSE,,,0.24185911
1994,1543568,Indiana,Richard G. Lugar,,,republican,1039625,TRUE,,,0.6735207
1994,1543568,Indiana,James Jontz,,,democrat,470799,FALSE,,,0.305006971
1994,511733,Maine,Olympia J. Snowe,,,republican,308244,TRUE,,,0.60235318
1994,511733,Maine,Thomas H. Andrews,,,democrat,186042,FALSE,,,0.363552868
1994,1369101,Maryland,Paul S. Sarbanes,,,democrat,809125,TRUE,,,0.59099
1994,1369101,Maryland,William Brock,,,republican,559908,FALSE,,,0.408960332
1994,2179945,Massachusetts,Edward M. Kennedy,,,democrat,1265997,TRUE,,,0.580747221
1994,2179945,Massachusetts,W. Mitt Romney,,,republican,894000,FALSE,,,0.41010209
1994,3043385,Michigan,Spencer Abraham,,,republican,1578770,TRUE,,,0.51875461
1994,3043385,Michigan,Bobb Carr,,,democrat,1300960,FALSE,,,0.427471385
1994,1772929,Minnesota,Rod Grams,,,republican,869653,TRUE,,,0.490517669
1994,1772929,Minnesota,Ann Wynia,,,democratic-farmer-labor,781860,FALSE,,,0.440999047
1994,608085,Mississippi,Trent Lott,,,republican,418333,TRUE,,,0.68795152
1994,608085,Mississippi,Ken Harper,,,democrat,189752,FALSE,,,0.31204848
1994,1775116,Missouri,John Ashcroft,,,republican,1060149,TRUE,,,0.597228012
1994,1775116,Missouri,Alan Wheat,,,democrat,633697,FALSE,,,0.356989064
1994,350387,Montana,Conrad R. Burns,,,republican,218542,TRUE,,,0.623716063
1994,350387,Montana,Jack Mudd,,,democrat,131845,FALSE,,,0.376283937
1994,579205,Nebraska,J. Robert Kerrey,,,democrat,317297,TRUE,,,0.547814677
1994,579205,Nebraska,Jan Stoney,,,republican,260668,FALSE,,,0.450044457
1994,380530,Nevada,Richard H. Bryan,,,democrat,193804,TRUE,,,0.509300187
1994,380530,Nevada,Hal Furman,,,republican,156020,FALSE,,,0.410007095
1994,2054887,New Jersey,Frank R. Lautenberg,,,democrat,1033487,TRUE,,,0.502941038
1994,2054887,New Jersey,"Garabed ""Chuck"" Haytaian",,,republican,966244,FALSE,,,0.470217584
1994,463196,New Mexico,Jeff Bingaman,,,democrat,249989,TRUE,,,0.539704574
1994,463196,New Mexico,Colin R. McMillan,,,republican,213025,FALSE,,,0.459902503
1994,5328486,New York,Daniel Patrick Moynihan,,,democrat,2528387,TRUE,,,0.474503827
1994,5328486,New York,Bernadette Castro,,,republican,1711760,FALSE,,,0.321246973
1994,236547,North Dakota,Kent Conrad,,,democrat,137157,TRUE,,,0.579829801
1994,236547,North Dakota,Ben Clayburgh,,,republican,99390,FALSE,,,0.420170199
1994,3436884,Ohio,Mike DeWine,,,republican,1836556,TRUE,,,0.534366595
1994,3436884,Ohio,Joel Hyatt,,,democrat,1348213,FALSE,,,0.392277714
1994,982430,Oklahoma,James M. Inhofe,,,republican,542390,TRUE,,,0.552090225
1994,982430,Oklahoma,Dave McCurdy,,,democrat,392488,FALSE,,,0.399507344
1994,3513361,Pennsylvania,Rick Santorum,,,republican,1735691,TRUE,,,0.494025806
1994,3513361,Pennsylvania,Harris Wofford,,,democrat,1648481,FALSE,,,0.469203421
1994,345388,Rhode Island,John H. Chafee,,,republican,222856,TRUE,,,0.645233766
1994,345388,Rhode Island,Linda J. Kushner,,,democrat,122532,FALSE,,,0.354766234
1994,1480391,Tennessee,Bill Frist,,,republican,834226,FALSE,,,0.563517341
1994,1480391,Tennessee,Jim Sasser,,,democrat,623164,FALSE,,,0.420945547
1994,1465862,Tennessee,Fred Thompson,,,republican,885998,TRUE,,,0.604421153
1994,1465862,Tennessee,Jim Cooper,,,democrat,565930,FALSE,,,0.386073177
1994,4279940,Texas,Kay Bailey Hutchison,,,republican,2604218,TRUE,,,0.608470679
1994,4279940,Texas,Richard Fisher,,,democrat,1639615,FALSE,,,0.383092987
1994,519304,Utah,Orrin G. Hatch,,,republican,357297,TRUE,,,0.688030518
1994,519304,Utah,Patrick A. Shea,,,democrat,146938,FALSE,,,0.282951797
1994,211672,Vermont,James M. Jeffords,,,republican,106505,TRUE,,,0.50316055
1994,211672,Vermont,Jan Backus,,,democrat,85868,FALSE,,,0.405665369
1994,2057463,Virginia,Charles S. Robb,,,democrat,938376,TRUE,,,0.456084022
1994,2057463,Virginia,"Oliver L. ""Ollie"" North",,,republican,882213,FALSE,,,0.428786812
1994,2057463,Virginia,J. Marshall Coleman,,,independent,235324,FALSE,,,0.114375811
1994,1700173,Washington,Slade Gorton,,,republican,947821,TRUE,,,0.557485032
1994,1700173,Washington,Ron Sims,,,democrat,752352,FALSE,,,0.442514968
1994,420936,West Virginia,Robert C. Byrd,,,democrat,290495,TRUE,,,0.690116787
1994,420936,West Virginia,Stan Klos,,,republican,130441,FALSE,,,0.309883213
1994,1565628,Wisconsin,Herb Kohl,,,democrat,912662,TRUE,,,0.582936687
1994,1565628,Wisconsin,Robert T. Welch,,,republican,636989,FALSE,,,0.406858462
1994,201710,Wyoming,Craig Thomas,,,republican,118754,TRUE,,,0.588736305
1994,201710,Wyoming,Mike Sullivan,,,democrat,79287,FALSE,,,0.393074215
1992,1577799,Alabama,Richard C. Shelby,1934,TRUE,democrat,1022698,TRUE,,,0.648180155
1992,1577799,Alabama,Richard Sellers,,,republican,522015,FALSE,,,0.330850127
1992,239714,Alaska,Frank H. Murkowski,,,republican,127163,TRUE,,,0.530477986
1992,239714,Alaska,Tony Smith,,,democrat,92065,FALSE,,,0.38406184
1992,1382051,Arizona,John McCain,1936,TRUE,republican,771395,TRUE,,,0.55815234
1992,1382051,Arizona,Claire Sargent,,,democrat,436321,FALSE,,,0.315705426
1992,1382051,Arizona,Evan Mecham,,,independent,145361,FALSE,,,0.105177739
1992,920008,Arkansas,Dale Bumpers,,,democrat,553635,TRUE,,,0.601771941
1992,920008,Arkansas,Mike Huckabee,,,republican,366373,FALSE,,,0.398228059
1992,10799703,California,Barbara Boxer,,NA,democrat,5173467,TRUE,,,0.479037896
1992,10799703,California,Bruce Herschensohn,,NA,republican,4644182,FALSE,,,0.430028678
1992,10782743,California,Dianne Feinstein,,FALSE,democrat,5853651,TRUE,,,0.542872162
1992,10782743,California,John Seymour,,TRUE,republican,4093501,FALSE,,,0.379634477
1992,1552289,Colorado,Ben Nighthorse Campbell,,,democrat,803725,TRUE,,,0.517767632
1992,1552289,Colorado,Terry Considine,,,republican,662893,FALSE,,,0.427042258
1992,1500661,Connecticut,Christopher J. Dodd,,,democrat,577662,TRUE,,,0.38493837
1992,1500661,Connecticut,Brook Johnson,,,republican,572036,FALSE,,,0.381189356
1992,1500661,Connecticut,Christopher J. Dodd,,,a connecticut party,304907,FALSE,,,0.203181798
1992,4962290,Florida,Bob Graham,,,democrat,3245565,TRUE,,,0.654045814
1992,4962290,Florida,Bill Grant,,,republican,1716505,FALSE,,,0.345909852
1992,2251587,Georgia,"Wyche Fowler, Jr.",,,democrat,1108416,TRUE,,,0.49228211
1992,2251587,Georgia,Paul Coverdell,,,republican,1073282,FALSE,,,0.476678005
1992,1253991,Georgia,Paul Coverdell,,,republican,635114,TRUE,,,0.506474129
1992,1253991,Georgia,"Wyche Fowler, Jr.",,,democrat,618877,FALSE,,,0.493525871
1992,363662,Hawaii,Daniel K. Inouye,,,democrat,208266,TRUE,,,0.572691125
1992,363662,Hawaii,Rick Reed,,,republican,97928,FALSE,,,0.269283016
1992,363662,Hawaii,Linda B. Martin,,,green,49921,FALSE,,,0.137273072
1992,478504,Idaho,Dirk Kempthorne,,,republican,270468,TRUE,,,0.565236654
1992,478504,Idaho,Richard H. Stallings,,,democrat,208036,FALSE,,,0.434763346
1992,4939558,Illinois,Carol Moseley-Braun,,,democrat,2631229,TRUE,,,0.532685111
1992,4939558,Illinois,Richard S. Williamson,,,republican,2126833,FALSE,,,0.430571521
1992,2211426,Indiana,Dan Coats,,,republican,1267972,TRUE,,,0.573373018
1992,2211426,Indiana,Joseph H. Hogsett,,,democrat,900148,FALSE,,,0.407044143
1992,1292494,Iowa,Chuck Grassley,,,republican,899761,TRUE,,,0.69614327
1992,1292494,Iowa,Jean Lloyd-Jones,,,democrat,351561,FALSE,,,0.272002036
1992,1126447,Kansas,Bob Dole,,,republican,706246,TRUE,,,0.626967802
1992,1126447,Kansas,Gloria O'Dell,,,democrat,349525,FALSE,,,0.310289787
1992,1330858,Kentucky,Wendell H. Ford,,,democrat,836888,TRUE,,,0.628833429
1992,1330858,Kentucky,David L. Williams,,,republican,476604,FALSE,,,0.358117846
1992,1841298,Maryland,Barbara A. Mikulski,,,democrat,1307610,TRUE,,,0.71015664
1992,1841298,Maryland,Alan L. Keyes,,,republican,533688,FALSE,,,0.28984336
1992,2354916,Missouri,Christopher S. Bond,,,republican,1221901,TRUE,,,0.518872435
1992,2354916,Missouri,Geri Rothman-Serot,,,democrat,1057967,FALSE,,,0.449258912
1992,495887,Nevada,Harry Reid,,,democrat,253150,TRUE,,,0.510499368
1992,495887,Nevada,Demar Dahl,,,republican,199413,FALSE,,,0.402133954
1992,518170,New Hampshire,Judd Gregg,,,republican,249591,TRUE,,,0.481677828
1992,518170,New Hampshire,John Rauh,,,democrat,234982,FALSE,,,0.453484378
1992,7078805,New York,Robert Abrams,,,democrat,2943001,TRUE,,,0.41574828
1992,7078805,New York,Alfonse D'Amato,,,republican,2652822,FALSE,,,0.374755626
1992,2577891,North Carolina,Lauch Faircloth,,,republican,1297892,TRUE,,,0.503470473
1992,2577891,North Carolina,Terry Sanford,,,democrat,1194015,FALSE,,,0.46317513
